progress | sum    | lcmap  | lcoff  | lleng  | angle  | Acc    | speed

000/0019k| 0.57454| 0.22488| 0.10679| 0.11261| 0.13027| 0.00000| 24.0 
000/0019k| 0.56977| 0.21738| 0.10722| 0.10052| 0.14466| 0.00000| 24.4 
000/0019k| 0.53961| 0.22576| 0.11097| 0.09911| 0.10376| 0.00000| 18.5 
000/0019k| 0.57519| 0.21824| 0.11151| 0.11556| 0.12988| 0.00000| 24.3 
000/0019k| 0.57207| 0.22029| 0.11090| 0.12186| 0.11902| 0.00000| 24.3 
000/0019k| 0.59131| 0.23905| 0.10803| 0.11962| 0.12461| 0.00000| 24.3 
000/0019k| 0.58590| 0.22760| 0.10722| 0.09881| 0.15228| 0.00000| 22.8 
000/0019k| 0.59268| 0.24071| 0.10961| 0.12644| 0.11591| 0.00000| 24.0 
000/0019k| 0.57277| 0.23093| 0.10638| 0.10236| 0.13310| 0.00000| 24.4 
000/0019k| 0.57189| 0.22852| 0.10707| 0.11103| 0.12527| 0.00000| 24.0 
000/0019k| 0.55853| 0.22583| 0.10918| 0.11475| 0.10877| 0.00000| 24.2 
000/0019k| 0.56858| 0.23001| 0.11015| 0.10267| 0.12574| 0.00000| 24.2 
000/0019k| 0.54920| 0.21487| 0.10518| 0.09407| 0.13508| 0.00000| 24.2 
000/0019k| 0.52934| 0.20934| 0.11161| 0.09279| 0.11560| 0.00000| 23.1 
000/0020k| 0.53840| 0.22082| 0.10951| 0.09506| 0.11301| 0.00000| 18.2 
000/0020k| 0.52937| 0.20706| 0.10880| 0.09193| 0.12157| 0.00000| 23.0 
000/0020k| 0.59016| 0.22786| 0.11143| 0.12364| 0.12723| 0.00000| 24.3 
000/0020k| 0.51504| 0.20643| 0.10631| 0.09979| 0.10251| 0.00000| 24.4 
000/0020k| 0.54239| 0.22442| 0.11196| 0.09813| 0.10788| 0.00000| 24.1 
000/0020k| 0.57391| 0.21251| 0.11098| 0.13277| 0.11765| 0.00000| 23.5 
000/0020k| 0.53918| 0.21481| 0.10903| 0.09482| 0.12052| 0.00000| 24.3 
000/0020k| 0.57661| 0.22011| 0.10977| 0.12676| 0.11997| 0.00000| 23.7 
000/0020k| 0.55097| 0.21728| 0.11173| 0.10001| 0.12193| 0.00000| 24.2 
000/0020k| 0.53009| 0.20079| 0.11064| 0.10065| 0.11801| 0.00000| 24.2 
000/0020k| 0.54267| 0.19993| 0.10564| 0.09579| 0.14131| 0.00000| 24.2 
000/0020k| 0.53570| 0.22561| 0.10888| 0.09838| 0.10284| 0.00000| 24.0 
000/0020k| 0.54059| 0.21687| 0.10692| 0.09522| 0.12158| 0.00000| 23.8 
000/0020k| 0.50356| 0.19897| 0.10776| 0.09737| 0.09946| 0.00000| 20.5 
000/0021k| 0.58324| 0.22528| 0.10759| 0.11589| 0.13447| 0.00000| 24.2 
000/0021k| 0.50546| 0.20685| 0.10609| 0.09784| 0.09468| 0.00000| 23.9 
000/0021k| 0.57527| 0.22117| 0.10972| 0.11286| 0.13151| 0.00000| 23.6 
000/0021k| 0.55742| 0.21850| 0.10437| 0.10315| 0.13141| 0.00000| 24.3 
000/0021k| 0.54325| 0.20135| 0.10774| 0.10321| 0.13095| 0.00000| 23.7 
000/0021k| 0.55481| 0.21765| 0.10952| 0.10897| 0.11867| 0.00000| 24.1 
000/0021k| 0.50036| 0.21059| 0.11020| 0.09804| 0.08153| 0.00000| 23.8 
000/0021k| 0.56141| 0.21368| 0.10642| 0.11470| 0.12661| 0.00000| 24.0 
000/0021k| 0.59037| 0.21821| 0.11017| 0.10913| 0.15286| 0.00000| 24.2 
000/0021k| 0.55384| 0.22273| 0.10831| 0.09986| 0.12295| 0.00000| 24.0 
000/0021k| 0.57364| 0.22816| 0.10980| 0.11060| 0.12508| 0.00000| 24.1 
000/0021k| 0.53505| 0.20651| 0.10852| 0.10255| 0.11747| 0.00000| 24.2 
000/0021k| 0.56317| 0.22018| 0.10714| 0.09981| 0.13604| 0.00000| 24.1 
000/0021k| 0.60680| 0.23408| 0.10963| 0.12738| 0.13571| 0.00000| 23.9 
000/0022k| 0.57268| 0.21908| 0.10840| 0.11755| 0.12765| 0.00000| 23.9 
000/0022k| 0.60570| 0.24447| 0.11196| 0.13095| 0.11832| 0.00000| 24.0 
000/0022k| 0.57870| 0.22146| 0.10599| 0.12047| 0.13078| 0.00000| 24.1 
000/0022k| 0.52204| 0.21073| 0.10888| 0.09375| 0.10868| 0.00000| 23.7 
000/0022k| 0.55667| 0.21876| 0.10960| 0.09052| 0.13779| 0.00000| 24.2 
000/0022k| 0.56596| 0.23024| 0.10912| 0.12611| 0.10049| 0.00000| 24.1 
000/0022k| 0.54885| 0.21031| 0.10621| 0.10389| 0.12844| 0.00000| 24.2 
000/0022k| 0.58818| 0.23660| 0.10953| 0.12995| 0.11210| 0.00000| 24.1 
000/0022k| 0.60242| 0.22109| 0.10753| 0.13652| 0.13730| 0.00000| 24.0 
000/0022k| 0.55628| 0.22655| 0.10476| 0.11324| 0.11173| 0.00000| 23.5 
000/0022k| 0.55678| 0.21318| 0.10700| 0.11473| 0.12187| 0.00000| 23.9 
000/0022k| 0.56345| 0.20622| 0.11037| 0.10392| 0.14294| 0.00000| 23.9 
000/0022k| 0.56011| 0.21039| 0.10966| 0.09518| 0.14488| 0.00000| 24.1 
000/0022k| 0.53879| 0.22003| 0.10873| 0.10891| 0.10112| 0.00000| 24.1 
000/0023k| 0.52829| 0.20707| 0.10686| 0.08341| 0.13094| 0.00000| 24.2 
000/0023k| 0.54977| 0.22809| 0.10700| 0.10537| 0.10931| 0.00000| 24.2 
000/0023k| 0.55713| 0.20918| 0.10841| 0.09621| 0.14333| 0.00000| 23.6 
000/0023k| 0.55628| 0.23538| 0.10813| 0.11215| 0.10062| 0.00000| 24.2 
000/0023k| 0.51264| 0.20792| 0.10998| 0.10173| 0.09301| 0.00000| 24.0 
000/0023k| 0.56213| 0.22710| 0.10700| 0.10018| 0.12785| 0.00000| 23.9 
000/0023k| 0.58240| 0.23238| 0.10818| 0.10465| 0.13719| 0.00000| 23.6 
000/0023k| 0.51872| 0.21975| 0.11099| 0.09573| 0.09225| 0.00000| 22.5 
000/0023k| 0.54661| 0.23164| 0.10614| 0.09383| 0.11500| 0.00000| 24.2 
000/0023k| 0.53378| 0.20887| 0.10820| 0.10094| 0.11578| 0.00000| 24.2 
000/0023k| 0.54295| 0.21312| 0.10927| 0.10551| 0.11505| 0.00000| 24.0 
000/0023k| 0.58348| 0.21478| 0.10555| 0.11760| 0.14555| 0.00000| 03.8 
000/0023k| 0.48642| 0.20955| 0.10787| 0.09395| 0.07505| 0.00000| 02.7 
000/0023k| 0.54019| 0.22830| 0.10655| 0.10646| 0.09888| 0.00000| 03.6 
000/0024k| 0.52484| 0.20445| 0.10734| 0.09694| 0.11610| 0.00000| 24.7 
000/0024k| 0.51370| 0.20688| 0.11040| 0.08987| 0.10654| 0.00000| 15.5 
000/0024k| 0.55571| 0.22379| 0.10868| 0.10426| 0.11898| 0.00000| 24.5 
000/0024k| 0.56098| 0.22804| 0.11043| 0.12029| 0.10223| 0.00000| 24.6 
000/0024k| 0.52257| 0.20294| 0.10520| 0.09789| 0.11653| 0.00000| 24.6 
000/0024k| 0.52681| 0.20234| 0.10678| 0.09909| 0.11860| 0.00000| 24.6 
000/0024k| 0.56609| 0.21680| 0.10782| 0.10259| 0.13888| 0.00000| 24.6 
000/0024k| 0.58616| 0.22480| 0.11148| 0.12077| 0.12911| 0.00000| 06.9 
000/0024k| 0.54393| 0.21020| 0.11169| 0.10804| 0.11400| 0.00000| 03.9 
000/0024k| 0.53906| 0.22317| 0.10604| 0.11116| 0.09870| 0.00000| 01.5 
000/0024k| 0.50445| 0.20105| 0.10544| 0.08783| 0.11013| 0.00000| 10.1 
000/0024k| 0.53719| 0.21732| 0.10900| 0.09951| 0.11137| 0.00000| 25.1 
000/0024k| 0.51437| 0.20305| 0.10637| 0.08367| 0.12128| 0.00000| 25.2 
000/0024k| 0.50156| 0.20629| 0.10540| 0.10136| 0.08851| 0.00000| 25.2 
000/0025k| 0.55240| 0.20818| 0.10717| 0.12097| 0.11609| 0.00000| 25.1 
000/0025k| 0.53720| 0.20098| 0.10754| 0.10680| 0.12188| 0.00000| 25.1 
000/0025k| 0.53847| 0.20371| 0.10919| 0.10277| 0.12281| 0.00000| 25.0 
000/0025k| 0.53381| 0.22372| 0.10694| 0.10921| 0.09394| 0.00000| 25.0 
000/0025k| 0.52822| 0.21631| 0.10595| 0.09684| 0.10912| 0.00000| 25.0 
000/0025k| 0.51962| 0.21728| 0.10494| 0.09119| 0.10622| 0.00000| 01.8 
000/0025k| 0.51877| 0.21163| 0.10464| 0.08866| 0.11383| 0.00000| 02.3 
000/0025k| 0.51304| 0.22072| 0.10645| 0.09368| 0.09219| 0.00000| 21.0 
000/0025k| 0.53628| 0.20220| 0.10400| 0.09452| 0.13555| 0.00000| 25.1 
000/0025k| 0.55447| 0.22190| 0.11057| 0.10385| 0.11814| 0.00000| 25.1 
000/0025k| 0.56809| 0.22379| 0.10687| 0.10069| 0.13673| 0.00000| 02.4 
000/0025k| 0.54032| 0.21868| 0.10509| 0.09610| 0.12045| 0.00000| 02.5 
000/0025k| 0.52504| 0.20808| 0.10649| 0.10658| 0.10389| 0.00000| 04.4 
000/0025k| 0.55644| 0.21985| 0.10553| 0.10748| 0.12358| 0.00000| 08.0 
000/0026k| 0.53863| 0.20485| 0.10558| 0.11647| 0.11173| 0.00000| 07.8 
000/0026k| 0.55180| 0.21544| 0.10761| 0.09970| 0.12906| 0.00000| 02.6 
000/0026k| 0.53071| 0.20961| 0.10848| 0.10161| 0.11102| 0.00000| 02.0 
000/0026k| 0.56068| 0.22804| 0.11407| 0.09818| 0.12040| 0.00000| 13.5 
000/0026k| 0.53821| 0.22180| 0.10844| 0.10495| 0.10302| 0.00000| 21.0 
000/0026k| 0.53092| 0.21413| 0.10788| 0.09246| 0.11645| 0.00000| 24.0 
000/0026k| 0.50815| 0.20180| 0.10757| 0.08402| 0.11476| 0.00000| 25.0 
000/0026k| 0.52220| 0.20637| 0.10295| 0.11034| 0.10254| 0.00000| 25.0 
000/0026k| 0.51879| 0.20163| 0.10609| 0.08712| 0.12395| 0.00000| 25.1 
000/0026k| 0.50039| 0.20788| 0.10222| 0.08123| 0.10906| 0.00000| 24.9 
000/0026k| 0.51156| 0.20856| 0.10774| 0.08721| 0.10805| 0.00000| 25.0 
000/0026k| 0.52666| 0.21656| 0.10846| 0.08843| 0.11320| 0.00000| 19.2 
000/0026k| 0.53988| 0.21627| 0.10774| 0.11081| 0.10506| 0.00000| 04.0 
000/0027k| 0.60798| 0.23828| 0.10886| 0.13232| 0.12852| 0.00000| 05.1 
000/0027k| 0.54996| 0.21642| 0.10643| 0.12056| 0.10655| 0.00000| 08.0 
000/0027k| 0.52193| 0.20550| 0.10742| 0.09572| 0.11329| 0.00000| 11.9 
000/0027k| 0.58091| 0.24327| 0.11051| 0.12968| 0.09745| 0.00000| 25.0 
000/0027k| 0.52785| 0.20875| 0.10415| 0.11500| 0.09995| 0.00000| 25.1 
000/0027k| 0.57818| 0.21071| 0.10910| 0.13742| 0.12095| 0.00000| 25.0 
000/0027k| 0.53027| 0.20435| 0.10943| 0.09994| 0.11656| 0.00000| 25.0 
000/0027k| 0.55104| 0.21314| 0.10891| 0.11416| 0.11483| 0.00000| 25.0 
000/0027k| 0.51240| 0.19724| 0.10512| 0.08051| 0.12953| 0.00000| 25.0 
000/0027k| 0.50379| 0.20987| 0.10439| 0.08053| 0.10900| 0.00000| 24.9 
000/0027k| 0.56480| 0.21013| 0.10797| 0.09606| 0.15063| 0.00000| 24.9 
000/0027k| 0.57396| 0.22809| 0.10875| 0.11351| 0.12361| 0.00000| 24.9 
000/0027k| 0.56471| 0.20466| 0.11050| 0.10175| 0.14781| 0.00000| 24.9 
000/0027k| 0.54549| 0.21500| 0.10980| 0.11030| 0.11039| 0.00000| 24.9 
000/0028k| 0.49843| 0.19464| 0.10615| 0.09469| 0.10296| 0.00000| 07.9 
000/0028k| 0.49441| 0.18898| 0.10797| 0.08974| 0.10772| 0.00000| 08.1 
000/0028k| 0.58453| 0.22091| 0.10785| 0.12787| 0.12789| 0.00000| 17.3 
000/0028k| 0.51604| 0.21875| 0.10510| 0.09537| 0.09683| 0.00000| 24.9 
000/0028k| 0.48797| 0.19899| 0.10447| 0.08010| 0.10441| 0.00000| 24.9 
000/0028k| 0.55001| 0.21904| 0.10499| 0.09922| 0.12675| 0.00000| 25.0 
000/0028k| 0.57195| 0.21426| 0.11068| 0.11892| 0.12809| 0.00000| 24.9 
000/0028k| 0.50763| 0.20580| 0.10416| 0.10357| 0.09410| 0.00000| 24.9 
000/0028k| 0.55479| 0.21383| 0.10629| 0.08716| 0.14752| 0.00000| 24.8 
000/0028k| 0.56113| 0.20662| 0.10956| 0.10994| 0.13501| 0.00000| 24.9 
000/0028k| 0.56654| 0.23358| 0.10922| 0.12190| 0.10184| 0.00000| 24.9 
000/0028k| 0.57880| 0.22651| 0.10710| 0.12122| 0.12397| 0.00000| 24.8 
000/0028k| 0.53785| 0.22603| 0.10958| 0.10025| 0.10199| 0.00000| 24.8 
000/0028k| 0.50570| 0.20109| 0.10513| 0.08884| 0.11064| 0.00000| 24.9 
000/0029k| 0.57126| 0.21505| 0.10717| 0.09744| 0.15160| 0.00000| 07.1 
000/0029k| 0.56280| 0.21486| 0.10795| 0.10594| 0.13404| 0.00000| 24.5 
000/0029k| 0.54265| 0.21379| 0.10780| 0.10455| 0.11652| 0.00000| 24.8 
000/0029k| 0.58198| 0.23706| 0.10626| 0.10999| 0.12868| 0.00000| 24.8 
000/0029k| 0.48816| 0.20495| 0.10357| 0.08593| 0.09371| 0.00000| 24.8 
000/0029k| 0.55684| 0.20771| 0.10908| 0.10046| 0.13959| 0.00000| 24.8 
000/0029k| 0.53708| 0.22457| 0.10968| 0.09986| 0.10298| 0.00000| 24.9 
000/0029k| 0.50758| 0.19533| 0.10583| 0.07824| 0.12817| 0.00000| 24.6 
000/0029k| 0.54049| 0.21880| 0.10750| 0.12226| 0.09193| 0.00000| 24.8 
000/0029k| 0.55643| 0.21551| 0.10648| 0.12802| 0.10642| 0.00000| 24.9 
000/0029k| 0.47371| 0.19553| 0.10613| 0.08169| 0.09035| 0.00000| 24.9 
000/0029k| 0.51115| 0.20303| 0.10562| 0.09461| 0.10789| 0.00000| 24.9 
000/0029k| 0.49888| 0.20154| 0.10596| 0.09633| 0.09506| 0.00000| 15.7 
000/0029k| 0.54027| 0.21004| 0.10790| 0.09448| 0.12785| 0.00000| 09.5 
001/0030k| 0.53052| 0.20503| 0.10776| 0.09757| 0.12016| 0.00000| 23.0 
001/0030k| 0.56938| 0.20890| 0.10201| 0.10953| 0.14894| 0.00000| 24.8 
001/0030k| 0.57498| 0.20225| 0.10797| 0.10465| 0.16012| 0.00000| 24.9 
001/0030k| 0.53525| 0.21362| 0.10566| 0.09469| 0.12128| 0.00000| 24.9 
001/0030k| 0.48854| 0.20497| 0.10760| 0.07739| 0.09858| 0.00000| 24.9 
001/0030k| 0.52542| 0.20537| 0.10978| 0.08325| 0.12703| 0.00000| 24.8 
001/0030k| 0.53855| 0.20980| 0.10908| 0.08927| 0.13040| 0.00000| 24.9 
001/0030k| 0.47410| 0.18629| 0.10509| 0.08911| 0.09360| 0.00000| 24.9 
001/0030k| 0.51415| 0.21010| 0.10674| 0.08427| 0.11304| 0.00000| 24.9 
001/0030k| 0.49336| 0.19718| 0.10593| 0.08663| 0.10363| 0.00000| 24.8 
001/0030k| 0.50834| 0.21894| 0.10791| 0.09731| 0.08418| 0.00000| 24.7 
001/0030k| 0.54663| 0.21127| 0.10262| 0.09303| 0.13971| 0.00000| 24.7 
001/0030k| 0.58287| 0.23617| 0.10886| 0.11290| 0.12493| 0.00000| 24.8 
001/0030k| 0.52751| 0.20936| 0.10682| 0.08769| 0.12364| 0.00000| 24.6 
001/0031k| 0.55021| 0.21453| 0.10519| 0.09161| 0.13887| 0.00000| 24.7 
001/0031k| 0.52002| 0.21856| 0.10512| 0.09491| 0.10144| 0.00000| 24.6 
001/0031k| 0.49089| 0.19034| 0.10458| 0.08256| 0.11340| 0.00000| 24.7 
001/0031k| 0.53706| 0.19849| 0.10687| 0.08965| 0.14204| 0.00000| 24.7 
001/0031k| 0.50527| 0.19271| 0.10618| 0.09178| 0.11459| 0.00000| 24.3 
001/0031k| 0.47153| 0.18549| 0.10305| 0.08046| 0.10252| 0.00000| 24.5 
001/0031k| 0.49530| 0.20699| 0.10515| 0.08061| 0.10255| 0.00000| 24.8 
001/0031k| 0.49206| 0.20140| 0.10393| 0.09434| 0.09239| 0.00000| 24.2 
001/0031k| 0.56612| 0.21363| 0.10866| 0.08844| 0.15538| 0.00000| 23.4 
001/0031k| 0.50301| 0.20104| 0.10687| 0.08514| 0.10996| 0.00000| 24.8 
001/0031k| 0.48749| 0.18818| 0.10642| 0.08708| 0.10581| 0.00000| 24.8 
001/0031k| 0.52739| 0.21981| 0.10645| 0.09636| 0.10477| 0.00000| 24.3 
001/0031k| 0.53800| 0.22332| 0.10538| 0.09646| 0.11284| 0.00000| 24.7 
001/0031k| 0.50078| 0.20395| 0.10816| 0.08391| 0.10476| 0.00000| 23.8 
001/0032k| 0.48554| 0.20019| 0.10709| 0.08109| 0.09717| 0.00000| 24.7 
001/0032k| 0.50888| 0.19445| 0.10789| 0.08585| 0.12069| 0.00000| 24.5 
001/0032k| 0.58638| 0.21921| 0.11138| 0.10809| 0.14769| 0.00000| 24.5 
001/0032k| 0.53563| 0.20571| 0.10434| 0.08886| 0.13672| 0.00000| 24.5 
001/0032k| 0.51118| 0.20150| 0.10536| 0.08527| 0.11905| 0.00000| 24.7 
001/0032k| 0.53170| 0.20954| 0.10895| 0.09260| 0.12061| 0.00000| 24.4 
001/0032k| 0.53706| 0.20670| 0.10346| 0.09880| 0.12810| 0.00000| 24.8 
001/0032k| 0.49697| 0.20315| 0.10446| 0.08253| 0.10683| 0.00000| 24.4 
001/0032k| 0.50713| 0.20620| 0.10666| 0.09434| 0.09993| 0.00000| 24.5 
001/0032k| 0.54432| 0.22571| 0.10142| 0.10365| 0.11354| 0.00000| 24.6 
001/0032k| 0.50758| 0.21089| 0.10571| 0.09101| 0.09997| 0.00000| 24.8 
001/0032k| 0.54627| 0.21831| 0.10854| 0.09507| 0.12434| 0.00000| 24.8 
001/0032k| 0.53210| 0.20622| 0.10639| 0.10073| 0.11876| 0.00000| 24.7 
001/0032k| 0.49004| 0.20988| 0.10540| 0.09020| 0.08456| 0.00000| 24.5 
001/0033k| 0.50344| 0.20575| 0.10577| 0.08110| 0.11083| 0.00000| 24.6 
001/0033k| 0.53100| 0.19853| 0.10439| 0.09139| 0.13669| 0.00000| 24.4 
001/0033k| 0.52454| 0.21251| 0.10693| 0.10162| 0.10348| 0.00000| 24.2 
001/0033k| 0.49397| 0.18757| 0.10473| 0.07212| 0.12954| 0.00000| 23.9 
001/0033k| 0.51906| 0.19513| 0.10808| 0.09125| 0.12460| 0.00000| 24.7 
001/0033k| 0.54894| 0.22019| 0.10459| 0.11421| 0.10994| 0.00000| 24.0 
001/0033k| 0.52351| 0.21744| 0.10632| 0.07929| 0.12046| 0.00000| 24.6 
001/0033k| 0.55340| 0.20811| 0.10332| 0.11421| 0.12777| 0.00000| 24.5 
001/0033k| 0.53992| 0.21516| 0.10877| 0.09185| 0.12414| 0.00000| 24.7 
001/0033k| 0.47174| 0.19792| 0.10230| 0.07862| 0.09291| 0.00000| 24.5 
001/0033k| 0.50806| 0.19603| 0.10542| 0.08877| 0.11783| 0.00000| 24.6 
001/0033k| 0.53085| 0.19598| 0.10954| 0.08458| 0.14075| 0.00000| 24.7 
001/0033k| 0.52047| 0.19492| 0.10555| 0.08857| 0.13143| 0.00000| 23.9 
001/0033k| 0.50824| 0.20722| 0.10533| 0.08593| 0.10976| 0.00000| 24.6 
001/0034k| 0.51694| 0.19801| 0.10656| 0.08263| 0.12974| 0.00000| 24.5 
001/0034k| 0.48216| 0.19072| 0.10460| 0.08892| 0.09792| 0.00000| 24.2 
001/0034k| 0.49755| 0.20179| 0.10599| 0.08212| 0.10765| 0.00000| 24.7 
001/0034k| 0.51873| 0.20429| 0.10741| 0.10203| 0.10500| 0.00000| 24.1 
001/0034k| 0.49878| 0.20010| 0.10433| 0.08599| 0.10836| 0.00000| 24.6 
001/0034k| 0.50575| 0.20325| 0.10209| 0.09262| 0.10778| 0.00000| 24.6 
001/0034k| 0.54548| 0.20982| 0.10622| 0.09012| 0.13932| 0.00000| 24.6 
001/0034k| 0.51516| 0.19906| 0.10378| 0.08755| 0.12476| 0.00000| 24.5 
001/0034k| 0.51638| 0.22155| 0.10298| 0.09007| 0.10178| 0.00000| 24.6 
001/0034k| 0.48064| 0.19313| 0.10207| 0.08052| 0.10492| 0.00000| 24.6 
001/0034k| 0.51990| 0.20242| 0.10752| 0.08625| 0.12371| 0.00000| 24.2 
001/0034k| 0.45643| 0.18708| 0.10799| 0.07663| 0.08474| 0.00000| 23.5 
001/0034k| 0.46315| 0.19377| 0.10476| 0.07715| 0.08748| 0.00000| 24.3 
001/0034k| 0.49672| 0.19336| 0.10685| 0.08056| 0.11595| 0.00000| 24.4 
001/0035k| 0.47726| 0.19725| 0.10421| 0.07507| 0.10073| 0.00000| 24.7 
001/0035k| 0.52507| 0.19940| 0.10642| 0.09812| 0.12112| 0.00000| 23.7 
001/0035k| 0.54614| 0.22994| 0.10839| 0.09450| 0.11331| 0.00000| 24.4 
001/0035k| 0.51432| 0.21024| 0.10690| 0.08668| 0.11050| 0.00000| 24.7 
001/0035k| 0.46954| 0.19652| 0.10517| 0.07620| 0.09166| 0.00000| 24.2 
001/0035k| 0.50460| 0.20305| 0.10743| 0.07903| 0.11510| 0.00000| 24.5 
001/0035k| 0.47690| 0.18720| 0.10241| 0.08201| 0.10528| 0.00000| 24.7 
001/0035k| 0.46236| 0.18594| 0.10709| 0.07838| 0.09095| 0.00000| 24.5 
001/0035k| 0.52137| 0.20942| 0.10618| 0.09154| 0.11423| 0.00000| 24.0 
001/0035k| 0.49790| 0.19334| 0.10783| 0.07990| 0.11683| 0.00000| 24.5 
001/0035k| 0.48072| 0.19377| 0.10405| 0.09339| 0.08951| 0.00000| 24.7 
001/0035k| 0.50076| 0.19396| 0.10681| 0.06839| 0.13160| 0.00000| 23.8 
001/0035k| 0.48125| 0.20382| 0.10420| 0.07979| 0.09344| 0.00000| 24.5 
001/0036k| 0.53157| 0.20660| 0.10651| 0.09737| 0.12110| 0.00000| 24.6 
001/0036k| 0.53270| 0.20697| 0.10738| 0.08009| 0.13827| 0.00000| 24.7 
001/0036k| 0.54619| 0.21426| 0.10456| 0.10672| 0.12065| 0.00000| 24.7 
001/0036k| 0.52769| 0.20896| 0.10736| 0.10808| 0.10329| 0.00000| 23.7 
001/0036k| 0.53636| 0.22532| 0.10742| 0.10904| 0.09458| 0.00000| 24.3 
001/0036k| 0.51753| 0.21179| 0.10383| 0.09094| 0.11098| 0.00000| 24.7 
001/0036k| 0.45968| 0.18901| 0.10562| 0.07057| 0.09449| 0.00000| 24.2 
001/0036k| 0.51525| 0.20173| 0.10453| 0.08382| 0.12517| 0.00000| 24.5 
001/0036k| 0.50969| 0.20296| 0.10734| 0.08868| 0.11071| 0.00000| 24.8 
001/0036k| 0.50649| 0.20803| 0.10701| 0.07768| 0.11376| 0.00000| 24.6 
001/0036k| 0.47730| 0.20188| 0.10433| 0.07757| 0.09351| 0.00000| 24.0 
001/0036k| 0.51136| 0.19121| 0.10678| 0.08368| 0.12969| 0.00000| 24.4 
001/0036k| 0.48545| 0.19199| 0.10297| 0.08544| 0.10506| 0.00000| 24.1 
001/0036k| 0.51968| 0.21181| 0.10601| 0.08879| 0.11308| 0.00000| 24.5 
001/0037k| 0.50784| 0.19575| 0.10056| 0.09790| 0.11363| 0.00000| 24.8 
001/0037k| 0.52699| 0.19086| 0.10732| 0.08562| 0.14319| 0.00000| 24.2 
001/0037k| 0.49479| 0.19724| 0.10650| 0.10449| 0.08656| 0.00000| 23.3 
001/0037k| 0.49024| 0.20352| 0.10575| 0.08386| 0.09711| 0.00000| 24.6 
001/0037k| 0.53440| 0.21629| 0.10339| 0.10550| 0.10922| 0.00000| 24.7 
001/0037k| 0.49612| 0.21119| 0.10605| 0.08652| 0.09237| 0.00000| 24.4 
001/0037k| 0.45748| 0.19810| 0.10563| 0.07596| 0.07780| 0.00000| 24.5 
001/0037k| 0.52763| 0.20684| 0.10574| 0.08831| 0.12674| 0.00000| 24.3 
001/0037k| 0.50462| 0.21358| 0.10432| 0.08536| 0.10136| 0.00000| 24.6 
001/0037k| 0.51458| 0.20212| 0.10333| 0.09197| 0.11717| 0.00000| 24.6 
001/0037k| 0.49591| 0.20460| 0.10475| 0.09033| 0.09623| 0.00000| 24.3 
001/0037k| 0.54795| 0.21466| 0.10753| 0.10358| 0.12218| 0.00000| 24.4 
001/0037k| 0.51454| 0.18209| 0.10432| 0.08840| 0.13973| 0.00000| 24.6 
001/0037k| 0.51297| 0.19675| 0.10714| 0.09023| 0.11885| 0.00000| 24.6 
001/0038k| 0.53484| 0.21021| 0.10780| 0.09514| 0.12169| 0.00000| 23.6 
001/0038k| 0.48948| 0.20622| 0.10528| 0.09061| 0.08736| 0.00000| 24.7 
001/0038k| 0.52353| 0.20582| 0.10677| 0.09078| 0.12016| 0.00000| 24.6 
001/0038k| 0.50469| 0.20549| 0.10274| 0.08945| 0.10702| 0.00000| 24.7 
001/0038k| 0.48317| 0.20884| 0.10465| 0.08710| 0.08258| 0.00000| 23.8 
001/0038k| 0.53998| 0.23087| 0.10605| 0.09412| 0.10894| 0.00000| 24.0 
001/0038k| 0.46133| 0.19019| 0.10303| 0.07092| 0.09719| 0.00000| 24.6 
001/0038k| 0.50042| 0.19133| 0.10378| 0.07984| 0.12547| 0.00000| 24.7 
001/0038k| 0.52499| 0.19748| 0.10612| 0.09549| 0.12590| 0.00000| 24.1 
001/0038k| 0.51956| 0.21070| 0.10459| 0.09114| 0.11311| 0.00000| 24.6 
001/0038k| 0.50490| 0.21346| 0.10318| 0.08409| 0.10417| 0.00000| 24.1 
001/0038k| 0.50190| 0.20262| 0.10629| 0.08083| 0.11216| 0.00000| 23.8 
001/0038k| 0.56076| 0.22079| 0.10663| 0.11671| 0.11663| 0.00000| 24.7 
001/0038k| 0.53430| 0.20315| 0.10492| 0.10099| 0.12525| 0.00000| 24.5 
001/0039k| 0.47854| 0.19374| 0.10052| 0.07992| 0.10435| 0.00000| 24.3 
001/0039k| 0.49877| 0.20411| 0.10435| 0.08671| 0.10361| 0.00000| 24.7 
001/0039k| 0.49022| 0.20257| 0.10505| 0.08024| 0.10236| 0.00000| 24.3 
001/0039k| 0.47493| 0.19480| 0.10452| 0.08468| 0.09092| 0.00000| 24.2 
001/0039k| 0.49273| 0.21060| 0.10334| 0.07843| 0.10035| 0.00000| 24.6 
001/0039k| 0.47841| 0.19442| 0.10321| 0.08636| 0.09441| 0.00000| 23.5 
001/0039k| 0.49348| 0.19062| 0.10446| 0.07356| 0.12484| 0.00000| 24.5 
001/0039k| 0.50444| 0.19475| 0.10675| 0.09387| 0.10907| 0.00000| 24.7 
001/0039k| 0.51700| 0.22213| 0.10558| 0.07929| 0.11000| 0.00000| 23.3 
001/0039k| 0.54420| 0.21888| 0.10445| 0.09211| 0.12877| 0.00000| 24.5 
001/0039k| 0.52066| 0.20806| 0.10419| 0.09977| 0.10865| 0.00000| 24.7 
001/0039k| 0.53157| 0.21313| 0.10590| 0.08887| 0.12367| 0.00000| 24.4 
